Actor Type,Actor Type (group),Attack Context,Attack Context (group),Calculation2,Calculation2 - Split 2,City,Country,Country Code,Day Of Dateclean,Details,Incident Id,Lat,Location,Long,Means Of Attack,Means Of Attack (group),Region,Gender Female,Gender Male,Gender Unknown,Latitude,Longitude,Total Affected,Total Internationals,Total Kidnapped,Total Killed,Total Nationals,Total Wounded
Unknown,Unknown,Raid,Raid,25.08565623 11.329444),11.329444),Otash IDP Camp,Sudan,SD,3/21/2009,"Two guards seriously injured when five armed men entered the premises of an INGO clinic. The robbers stole all the medicines and fled. The two guards were treated at the hospital, one for a fractured hand and the other for facial injuries.",1105,25.08565623,POINT(25.08565623 11.329444),11.329444,Bodily assault,Bodily assault,South Darfur,0,2,0,11.329444,25.08565623,2,0,0,0,2,2
Unknown,Unknown,Raid,Raid,22.6574884 13.4263009),13.4263009),,Sudan,SD,3/24/2009,"One security guard beaten up and later treated by a doctor, during an armed robbery by some 19 men who entered the INGO compound. Stole vehicles, chattels and fuel.",1106,22.6574884,POINT(22.6574884 13.4263009),13.4263009,Bodily assault,Bodily assault,West Darfur,0,1,0,13.4263009,22.6574884,1,0,0,0,1,1
Unknown,Unknown,Raid,Raid,25.08565623 11.329444),11.329444),,Sudan,SD,3/28/2009,One guard was hit on the head with a gun then tied up by perpetrators and later was taken to the hospital after six armed men scaled the INGO office fence and jumped inside.,1107,25.08565623,POINT(25.08565623 11.329444),11.329444,Bodily assault,Bodily assault,,0,1,0,11.329444,25.08565623,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,23.5 13.5),13.5),Azerni and Kir Kir,Sudan,SD,4/2/2009,An INGO driver was abducted by eight armed bandits during a carjacking incident. He was released by the bandits and arrived in El Geneina town 3 days later.,1108,23.5,POINT(23.5 13.5),13.5,Kidnapping,Kidnapping,West Darfur,0,1,0,13.5,23.5,1,0,1,0,1,0
Unknown,Unknown,Unknown,Other,25.08565623 11.329444),11.329444),Rehed al Birdi,Sudan,SD,5/6/2009,An INGO contracted driver was taken by two armed persons together with two vehicles and released by perpetrators four days later.,1109,25.08565623,POINT(25.08565623 11.329444),11.329444,Kidnapping,Kidnapping,South Darfur,0,1,0,11.329444,25.08565623,1,0,1,0,1,0
Unknown,Unknown,Ambush,Ambush,30.25 1.566667),1.566667),Bunia,DR Congo,CD,4/1/2000,"2 INGO national staff hijacked in Bunia, Ituri by militia and forced to transport weapons. Led to organization's withdrawal from province.",109,30.25,POINT(30.25 1.566667),1.566667,Kidnapping,Kidnapping,Ituri,0,0,2,1.566667,30.25,2,0,2,0,2,0
Unknown,Unknown,Ambush,Ambush,23.5 13.5),13.5),Um Gunya,Sudan,SD,5/16/2009,"One INGO staff member sustained head injuries during an attack that started when five armed men stopped and diverted an INGO rented truck with four national staff on board. The staff members were held for approximately three hours, robbed and beaten by perpetrators.",1110,23.5,POINT(23.5 13.5),13.5,Bodily assault,Bodily assault,South Darfur,0,1,0,13.5,23.5,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,22.4452278 13.4435),13.4435),El Geneina,Sudan,SD,5/26/2009,"One INGO local staff was ambushed and shot by unknown armed persons while he was traveling on motorcycle. The staff member sustained gunshot wounds on his lower abdomen and was found by passerby, however he died shortly after.",1111,22.4452278,POINT(22.4452278 13.4435),13.4435,Shooting,Shooting,West Darfur,0,1,0,13.4435,22.4452278,1,0,0,1,1,0
Unknown,Unknown,Ambush,Ambush,23.5 13.5),13.5),Between Manewashi and Nyala,Sudan,SD,9/8/2009,One driver shot and seriously wounded when an INGO convoy of two vehicles was ambushed. The incident occurred a few hundred metres from a GoS checkpoint. The perpetrators robbed the passengers of cash and fled.,1112,23.5,POINT(23.5 13.5),13.5,Shooting,Shooting,South Darfur,0,1,0,13.5,23.5,1,0,0,0,1,1
Unknown,Unknown,Detention,Other,22.4452278 13.4435),13.4435),El Geneina,Sudan,SD,10/7/2009,"One INGO national staff was beaten and taken into custody by GoS police for unknown reasons. After arrival at the police station, he was immediately released. The staff member was brought to the clinic after he complained of pain in the head. No reason was given for his arrest despite inquiries.",1113,22.4452278,POINT(22.4452278 13.4435),13.4435,Bodily assault,Bodily assault,West Darfur,0,1,0,13.4435,22.4452278,1,0,0,0,1,1
Unknown,Unknown,Individual attack,Individual attack,25.349635 13.626786),13.626786),Al Fasher,Sudan,SD,11/14/2009,One INGO staff member was injured and suffered a mild concussion when a piece of brick was thrown through a window of an INGO guest house.,1114,25.349635,POINT(25.349635 13.626786),13.626786,Bodily assault,Bodily assault,North Darfur,0,0,1,13.626786,25.349635,1,1,0,0,0,1
Non-state armed group: Unknown,Non-state armed group,Unknown,Other,48.7870478 15.9454077),15.9454077),Sayun,Yemen,YE,5/28/2011,"Three French INGO staff (two women, one man) were kidnapped in Hadramout region by what seemed to be an extremist Islamist group.",1115,48.7870478,POINT(48.7870478 15.9454077),15.9454077,Kidnapping,Kidnapping,Hadramawt,2,1,0,15.9454077,48.7870478,3,3,3,0,0,0
Unknown,Unknown,Ambush,Ambush,29.85 8.65),8.65),Tawila,Sudan,SD,6/2/2011,"A driver contracted by an INGO to transport supplies was killed when his vehicle was struck by a landmine. Several other people were also killed, but they were not working for the contractor or the INGO.",1116,29.85,POINT(29.85 8.65),8.65,Landmine,Explosives,North Darfur,0,1,0,8.65,29.85,1,0,0,1,1,0
Unaffiliated,Unknown,Individual attack,Individual attack,66.27988 36.82757),36.82757),Kochek Qizl,Afghanistan,AF,6/3/2011,One national NGO staff member (an assistant doctor) was stabbed and killed by armed men who entered his house. The men also beat his wife into unconsciousness. It is thought that this incident was the result of a personal dispute.,1117,66.27988,POINT(66.27988 36.82757),36.82757,Bodily assault,Bodily assault,Balkh,0,1,0,36.82757,66.27988,1,0,0,1,1,0
Unknown,Unknown,Ambush,Ambush,70.14675 34.22706),34.22706),Pirakhel,Afghanistan,AF,6/7/2011,"While on his way from his home to the office, a locally hired NGO employee was shot and injured.",1118,70.14675,POINT(70.14675 34.22706),34.22706,Shooting,Shooting,Nangarhar,0,1,0,34.22706,70.14675,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,70.14675 34.22706),34.22706),Dac,Afghanistan,AF,6/7/2011,"A second employee from the NGO office was targeted by gunmen as he was walking in the DAC area, suffering gunshots wounds to his body.",1119,70.14675,POINT(70.14675 34.22706),34.22706,Shooting,Shooting,Nangarhar,0,1,0,34.22706,70.14675,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,44.5937239 1.8427539),1.8427539),Barawa-Marka Road,Somalia,SO,4/15/2000,1 INGO national staff killed and 1 wounded in ambush in Brava-Merka Roa on April 15.,110,44.5937239,POINT(44.5937239 1.8427539),1.8427539,Unknown,Other,Lower Shabelle,0,0,2,1.8427539,44.5937239,2,0,0,1,2,1
Unknown,Unknown,Raid,Raid,31.607858 4.824871),4.824871),Juba,Sudan,SD,4/18/2011,A security guard for an INGO was murdered when someone entered the INGO compound and looted cash and valuables from the office.,1120,31.607858,POINT(31.607858 4.824871),4.824871,Unknown,Other,Central Equatoria,0,1,0,4.824871,31.607858,1,0,0,1,1,0
Unknown,Unknown,Ambush,Ambush,69.8912294 33.4014634),33.4014634),Zeinkhel,Afghanistan,AF,4/7/2011,Two NGO staff were abducted while traveling through the area with a group of 9 NGO employees (from an INGO and a national partner NGO). Four staff managed to escape while three others were not targeted. The two employees were released unharmed sometime before 14 July 2011.,1121,69.8912294,POINT(69.8912294 33.4014634),33.4014634,Kidnapping,Kidnapping,Khost,0,0,2,33.4014634,69.8912294,2,0,2,0,2,0
Unknown,Unknown,Unknown,Other,67.00971 30.199),30.199),Quetta,Pakistan,PK,4/19/2011,2 national staff of a national NGO were injured when a VBIED detonated remotely near two NGO offices. It is not known if and why the NGOs may have been targeted.,1122,67.00971,POINT(67.00971 30.199),30.199,Vehicle-born IED,Explosives,Balochistan,0,0,2,30.199,67.00971,2,0,0,0,2,2
Unknown,Unknown,Raid,Raid,64.8531 33.68956),33.68956),Talmastan,Afghanistan,AF,5/23/2011,"The head of an NGO clinic was physically assaulted and wounded when two armed men entered the clinic and requested that he accompany them to a patient, who was reportedly in a house in the vicinity of the clinic. The head of the clinic refused to go with him because he had to take care of other patients. Afterwards the men left the clinic reportedly without further demands or threats.",1123,64.8531,POINT(64.8531 33.68956),33.68956,Bodily assault,Bodily assault,Ghowr,0,1,0,33.68956,64.8531,1,0,0,0,1,1
Non-state armed group: Unknown,Non-state armed group,Unknown,Other,68.9492 33.96744),33.96744),Sajawand,Afghanistan,AF,6/3/2011,1 NGO deminer was abducted and later beheaded by a group of four members of an armed opposition group. He was employed by the NGO and was spending his leave in his home village.,1124,68.9492,POINT(68.9492 33.96744),33.96744,Kidnap-killing,Kidnapping,Lowgar,0,1,0,33.96744,68.9492,1,0,0,1,1,0
Unknown,Unknown,Unknown,Other,64.76505 35.82137),35.82137),Ming Darakht,Afghanistan,AF,6/5/2011,A national staff member of an NGO was abducted and later released due to the interventions of local elders.,1125,64.76505,POINT(64.76505 35.82137),35.82137,Kidnapping,Kidnapping,Faryab,0,0,1,35.82137,64.76505,1,0,1,0,1,0
Host State,Host state,Ambush,Ambush,67.116667 36.7),36.7),Mazar-e Sharif,Afghanistan,AF,6/7/2011,A national staff member of an NGO was stopped and beaten by soldiers while travelling in his private vehicle.,1126,67.116667,POINT(67.116667 36.7),36.7,Bodily assault,Bodily assault,Balkh,0,1,0,36.7,67.116667,1,0,0,0,1,1
Host State,Host state,Unknown,Other,29.718875 11.005922),11.005922),Kadugli,Sudan,SD,6/8/2011,"A UN national staff member was shot and wounded by Sudanese Armed Forces (PDF), near PDF HQ.",1127,29.718875,POINT(29.718875 11.005922),11.005922,Shooting,Shooting,South Kordofan,0,0,1,11.005922,29.718875,1,0,0,0,1,1
Unaffiliated,Unknown,Individual attack,Individual attack,66.55116 33.68971),33.68971),,Afghanistan,AF,6/9/2011,A contractor hired by a UN agency to provide stationery for schools was physically attacked by the District Governor after refusing to seek his approval for the distribution.,1128,66.55116,POINT(66.55116 33.68971),33.68971,Bodily assault,Bodily assault,Daykondi,0,0,1,33.68971,66.55116,1,0,0,0,1,1
Unknown,Unknown,Unknown,Other,62.46545 32.63572),32.63572),Shamalgah,Afghanistan,AF,7/6/2011,Two national staff of a demining NGO were abducted on 6 July and released on 10 July. Four national NGO staff were also killed during this incident (three shot and one beheaded).,1129,62.46545,POINT(62.46545 32.63572),32.63572,Kidnap-killing,Kidnapping,Farah,0,2,4,32.63572,62.46545,6,0,2,4,6,0
State: unknown,Unknown,Unknown,Other,67.709953 33.93911),33.93911),,Afghanistan,AF,5/1/2000,1 UN national staff killed in bombardment,111,67.709953,POINT(67.709953 33.93911),33.93911,Aerial bombardment,Aerial bombardment,,0,0,1,33.93911,67.709953,1,0,0,1,1,0
Non-state armed group: Unknown,Non-state armed group,Ambush,Ambush,71.14697 34.87311),34.87311),Asadabad,Afghanistan,AF,6/11/2011,"3 NGO national staff remained in captivity after a group of 13 persons, including 10 NGO workers, were stopped by 10 armed men thought to be AOG while traveling in a rented vehicle. Some of the group was not abducted, while local elders negotiated the release of 5 of the NGO staff the next day (not counted here). The remaining 3 were still in captivity several days later.",1130,71.14697,POINT(71.14697 34.87311),34.87311,Kidnapping,Kidnapping,Konar,0,0,3,34.87311,71.14697,3,0,3,0,3,0
Unknown,Unknown,Unknown,Other,66.14768 36.93876),36.93876),Zadriani (Besh Kapa),Afghanistan,AF,6/16/2011,The driver of an INGO vehicle was injured when an IED detonated.,1131,66.14768,POINT(66.14768 36.93876),36.93876,Unknown,Other,Jowzjan,0,1,0,36.93876,66.14768,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,31.603638 4.840895),4.840895),Juba,Sudan,SD,6/19/2011,One UN-contracted truck driver was seriously beaten and injured on his left hand when unknown armed persons robbed the trucks at a checkpoint near Juba town. The perpetrators stole a number of items. The trucks were carrying non-food items.,1132,31.603638,POINT(31.603638 4.840895),4.840895,Bodily assault,Bodily assault,Central Equatoria,0,1,0,4.840895,31.603638,1,0,0,0,1,1
Unknown,Unknown,Mob violence,Other,73.2 34.33333),34.33333),Mansehra,Pakistan,PK,6/23/2011,At least two office managers of an INGO were physically assaulted when a group of 40-45 people forcibly entered the INGO office and held them hostage for two hours. The offenders accused the INGO of not paying invoices.,1133,73.2,POINT(73.2 34.33333),34.33333,Bodily assault,Bodily assault,Khyber Pakhtunkhwa,0,0,2,34.33333,73.2,2,0,0,0,2,2
Foreign or coalition forces,Foreign or coalition forces,Combat/Crossfire,Combat/Crossfire,64.55998 31.81082),31.81082),Deh Mazang,Afghanistan,AF,6/23/2011,"A staff member of a national demining NGO was wounded, and later died of his injuries, when he was shot by international military forces (IMF) in what appears to have been a force protection shooting. The victim was operating in the vicinity of an IMF facility, in civilian clothes and utilizing a GPS, at the time of the incident.",1134,64.55998,POINT(64.55998 31.81082),31.81082,Shooting,Shooting,Helmand,0,1,0,31.81082,64.55998,1,0,0,1,1,0
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,67.116667 36.7),36.7),Mazar-e Sharif,Afghanistan,AF,6/23/2011,A national staff of an international organisation was praying near the scene of attempted kidnapping when he was shot and injured. The perpetrators were attempting to kidnap the son of a petrol pump station.,1135,67.116667,POINT(67.116667 36.7),36.7,Shooting,Shooting,Balkh,0,1,0,36.7,67.116667,1,0,0,0,1,1
Unknown,Unknown,Raid,Raid,31.588554 4.843303),4.843303),Juba,Sudan,SD,6/23/2011,A UN worker and his (pregnant) wife were beaten when three intruders broke into their residence in the middle of the night. They were hospitalized for their injuries. Nothing was stolen and the reason for the attack is unclear.,1136,31.588554,POINT(31.588554 4.843303),4.843303,Bodily assault,Bodily assault,Central Equatoria,0,1,0,4.843303,31.588554,1,0,0,0,1,1
Unknown,Unknown,Ambush,Ambush,64.46959 32.40314),32.40314),Alizo,Afghanistan,AF,6/29/2011,One de-miner was killed and two others were injured when a RCIED hit a local de-mining NGO unmarked Land Cruiser vehicle.,1137,64.46959,POINT(64.46959 32.40314),32.40314,Vehicle-born IED,Explosives,Helmand,0,3,0,32.40314,64.46959,3,0,0,1,3,2
Non-state armed group: National,Non-state armed group,Combat/Crossfire,Combat/Crossfire,69.22592 33.59744),33.59744),Zaw,Afghanistan,AF,7/4/2011,"One deminer of a demining NGO was injured while working on mine clearance in the area, when armed opposition group members attacked a convoy of international military forces with small arms fire.",1138,69.22592,POINT(69.22592 33.59744),33.59744,Shooting,Shooting,Paktia,0,1,0,33.59744,69.22592,1,0,0,0,1,1
Non-state armed group: Subnational,Non-state armed group,Combat/Crossfire,Combat/Crossfire,32.403263 8.073611),8.073611),Kaikuiny Boma,South Sudan,SS,7/15/2011,One national staff of an INGO was shot and wounded in his leg when Murle Tribesman attacked Kaikuiny Boma for unknown reasons.,1139,32.403263,POINT(32.403263 8.073611),8.073611,Shooting,Shooting,Jonglei,0,1,0,8.073611,32.403263,1,0,0,0,1,1
Unknown,Unknown,Combat/Crossfire,Combat/Crossfire,29.63497 -1.49984),-1.49984),Ruhengeri,Rwanda,RW,6/8/1997,1 INGO national staff killed when he was among a group of villagers attacked by insurgents near Ruhengeri on June 8.,12,29.63497,POINT(29.63497 -1.49984),-1.49984,Unknown,Other,Northern,0,1,0,-1.49984,29.63497,1,0,0,1,1,0
Unknown,Unknown,Ambush,Ambush,17.5691241 -11.8775768),-11.8775768),,Angola,AO,5/1/2000,1 UN national staff killed when convoy attacked.,112,17.5691241,POINT(17.5691241 -11.8775768),-11.8775768,Unknown,Other,,0,0,1,-11.8775768,17.5691241,1,0,0,1,1,0
Unknown,Unknown,Ambush,Ambush,66.77289 30.57661),30.57661),Surkhab,Pakistan,PK,7/18/2011,Eight national staff of an American INGO were kidnapped late on 18 July while on their way back from delivering relief items near the border of Afghanistan and Pakistan.,1140,66.77289,POINT(66.77289 30.57661),30.57661,Kidnapping,Kidnapping,Balochistan,0,0,8,30.57661,66.77289,8,0,8,0,8,0
Foreign or coalition forces,Foreign or coalition forces,Combat/Crossfire,Combat/Crossfire,68 34.25),34.25),,Afghanistan,AF,7/23/2011,"An NGO employee was killed during a night-time operation carried out by international military forces, which killed 3 local residents / suspected armed opposition group members.",1141,68,POINT(68 34.25),34.25,Unknown,Other,Wardak,0,0,1,34.25,68,1,0,0,1,1,0
